2025-11-29 00:00:00 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1] INFO  c.f.FourStars.service.StreakService - Streak continued for user ID: 4. New streak: 2
2025-11-29 00:00:07 [http-nio-8080-exec-8] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:01:55 [http-nio-8080-exec-2] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching recently added vocabularies to notebook.
2025-11-29 00:01:56 [http-nio-8080-exec-4] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching recently added vocabularies to notebook.
2025-11-29 00:05:59 [http-nio-8080-exec-5] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:06:38 [http-nio-8080-exec-1] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:06:40 [http-nio-8080-exec-2] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Failed to convert value of type 'java.lang.String' to required type 'long'; For input string: "NaN"]
2025-11-29 00:06:55 [http-nio-8080-exec-10] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:06:57 [http-nio-8080-exec-7] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:06:57 [http-nio-8080-exec-1] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:06:58 [http-nio-8080-exec-5] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:07:00 [http-nio-8080-exec-9] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching recently added vocabularies to notebook.
2025-11-29 00:07:36 [http-nio-8080-exec-2] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Failed to convert value of type 'java.lang.String' to required type 'long'; For input string: "NaN"]
2025-11-29 00:07:42 [http-nio-8080-exec-8] INFO  c.f.FourStars.service.QuizService - User 'normal.user@gmail.com' starting quiz with ID: 5
2025-11-29 00:07:42 [http-nio-8080-exec-8] INFO  c.f.FourStars.service.QuizService - User 'normal.user@gmail.com' started new quiz attempt with ID: 4
2025-11-29 00:07:54 [http-nio-8080-exec-1] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:08:03 [http-nio-8080-exec-1] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching notebook vocabularies with level: 1
2025-11-29 00:08:04 [http-nio-8080-exec-8] INFO  c.f.F.service.VocabularyService - User 'normal.user@gmail.com' fetching recently added vocabularies to notebook.
2025-11-29 00:23:08 [SpringApplicationShutdownHook] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - Stopping...
2025-11-29 00:23:08 [SpringApplicationShutdownHook] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [org.springframework.messaging.simp.broker.DefaultSubscriptionRegistry@6be751cc]]
2025-11-29 00:23:08 [SpringApplicationShutdownHook] INFO  o.s.m.s.b.SimpleBrokerMessageHandler - Stopped.
2025-11-29 00:23:08 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 00:23:08 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 00:23:08 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 00:23:08 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#3-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 00:23:08 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#4-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 00:23:08 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 00:23:09 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#3-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 00:23:09 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 00:23:09 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 00:23:09 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#4-2] INFO  o.s.a.r.l.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 00:23:09 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-11-29 00:23:09 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-11-29 00:23:09 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-11-29 00:25:09 [restartedMain] INFO  c.f.FourStars.FourStarsApplication - Starting FourStarsApplication using Java 17.0.17 with PID 117 (/app/target/classes started by root in /app)
2025-11-29 00:25:09 [restartedMain] INFO  c.f.FourStars.FourStarsApplication - The following 1 profile is active: "dev"
2025-11-29 00:25:09 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-11-29 00:25:09 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-11-29 00:25:10 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-11-29 00:25:10 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-11-29 00:25:10 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 134 ms. Found 24 JPA repository interfaces.
2025-11-29 00:25:10 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
